Name,States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
Recharge & bill payments,gujarat,2018,2,TOTAL,4643367,1571880396.377953
Peer-to-peer payments,gujarat,2018,2,TOTAL,2483231,10009680530.386887
Merchant payments,gujarat,2018,2,TOTAL,275503,356984574.1205573
Financial Services,gujarat,2018,2,TOTAL,140704,38598263.22838031
Others,gujarat,2018,2,TOTAL,202928,185541007.527258
Peer-to-peer payments,gujarat,2018,3,TOTAL,5287200,15272745137.759302
Recharge & bill payments,gujarat,2018,3,TOTAL,5117168,1938041688.9678535
Merchant payments,gujarat,2018,3,TOTAL,573440,466209496.80151117
Financial Services,gujarat,2018,3,TOTAL,136468,24930605.607339725
Others,gujarat,2018,3,TOTAL,219873,164477497.1394802
Peer-to-peer payments,gujarat,2018,4,TOTAL,6488202,21207285184.780193
Recharge & bill payments,gujarat,2018,4,TOTAL,6138404,2297332323.0815277
Merchant payments,gujarat,2018,4,TOTAL,1656377,1088373316.0580251
Financial Services,gujarat,2018,4,TOTAL,133915,30699273.16507
Others,gujarat,2018,4,TOTAL,316405,207297005.69778407
Peer-to-peer payments,gujarat,2019,1,TOTAL,13465044,31231285551.308655
Recharge & bill payments,gujarat,2019,1,TOTAL,8595256,3104251732.6516943
Merchant payments,gujarat,2019,1,TOTAL,2493340,1296376125.1752787
Financial Services,gujarat,2019,1,TOTAL,114539,19581520.569400217
Others,gujarat,2019,1,TOTAL,323272,204585378.77191538
Peer-to-peer payments,gujarat,2019,2,TOTAL,12547493,41853661230.46585
Recharge & bill payments,gujarat,2019,2,TOTAL,10434449,4651874823.428602
Merchant payments,gujarat,2019,2,TOTAL,5486791,2526448415.3585706
Financial Services,gujarat,2019,2,TOTAL,70502,17349813.389733132
Others,gujarat,2019,2,TOTAL,442607,271280936.6247084
Peer-to-peer payments,gujarat,2019,3,TOTAL,14529353,49206585462.018684
Merchant payments,gujarat,2019,3,TOTAL,11788077,4211116461.2911887
Recharge & bill payments,gujarat,2019,3,TOTAL,11349625,5768100024.478059
Financial Services,gujarat,2019,3,TOTAL,78609,20507001.233050577
Others,gujarat,2019,3,TOTAL,482985,256386015.24681717
Peer-to-peer payments,gujarat,2019,4,TOTAL,19107911,64477452638.7778
Recharge & bill payments,gujarat,2019,4,TOTAL,12967713,6517891166.722656
Merchant payments,gujarat,2019,4,TOTAL,9964076,5480269119.720948
Financial Services,gujarat,2019,4,TOTAL,63498,20202767.26414788
Others,gujarat,2019,4,TOTAL,444434,194846362.42851496
Peer-to-peer payments,gujarat,2020,1,TOTAL,19068093,72393727235.07784
Recharge & bill payments,gujarat,2020,1,TOTAL,15648472,7197595156.690899
Merchant payments,gujarat,2020,1,TOTAL,12191478,7210758662.281933
Financial Services,gujarat,2020,1,TOTAL,50753,27460255.45966168
Others,gujarat,2020,1,TOTAL,367621,165535312.39278784
Recharge & bill payments,gujarat,2020,2,TOTAL,19971660,8322688556.990006
Peer-to-peer payments,gujarat,2020,2,TOTAL,17569398,64723140394.22913
Merchant payments,gujarat,2020,2,TOTAL,9645967,7196610931.561442
Financial Services,gujarat,2020,2,TOTAL,59617,53132341.305008195
Others,gujarat,2020,2,TOTAL,173543,92274135.40504411
Peer-to-peer payments,gujarat,2020,3,TOTAL,23130724,89142122337.25531
Merchant payments,gujarat,2020,3,TOTAL,18338969,12749796641.785404
Recharge & bill payments,gujarat,2020,3,TOTAL,17481357,9820654243.80882
Financial Services,gujarat,2020,3,TOTAL,92278,84723188.62104335
Others,gujarat,2020,3,TOTAL,246851,124456073.24163358
Peer-to-peer payments,gujarat,2020,4,TOTAL,29967258,116743230330.36209
Merchant payments,gujarat,2020,4,TOTAL,28430460,20844321156.652935
Recharge & bill payments,gujarat,2020,4,TOTAL,18943669,10441981826.080866
Financial Services,gujarat,2020,4,TOTAL,113371,120056733.8865249
Others,gujarat,2020,4,TOTAL,373789,243470065.45681778
Peer-to-peer payments,gujarat,2021,1,TOTAL,36427493,144818968373.02933
Merchant payments,gujarat,2021,1,TOTAL,35815382,26512643894.003174
Recharge & bill payments,gujarat,2021,1,TOTAL,22088838,11996115292.377842
Financial Services,gujarat,2021,1,TOTAL,126380,137612317.73580322
Others,gujarat,2021,1,TOTAL,316472,235440836.3042438
Merchant payments,gujarat,2021,2,TOTAL,42593432,33542305033.829506
Peer-to-peer payments,gujarat,2021,2,TOTAL,41642387,162483567902.30194
Recharge & bill payments,gujarat,2021,2,TOTAL,27127405,13750783181.944221
Financial Services,gujarat,2021,2,TOTAL,128647,136119996.7022825
Others,gujarat,2021,2,TOTAL,349525,249278437.33914098
Merchant payments,gujarat,2021,3,TOTAL,62934471,48197579736.51646
Peer-to-peer payments,gujarat,2021,3,TOTAL,56134212,208013326600.62402
Recharge & bill payments,gujarat,2021,3,TOTAL,29580901,15945997372.058683
Financial Services,gujarat,2021,3,TOTAL,125167,163304131.1436523
Others,gujarat,2021,3,TOTAL,473656,304418273.24545926
Merchant payments,gujarat,2021,4,TOTAL,84846502,68717933161.8696
Peer-to-peer payments,gujarat,2021,4,TOTAL,67301686,254338740726.63605
Recharge & bill payments,gujarat,2021,4,TOTAL,30072479,18739034341.66239
Financial Services,gujarat,2021,4,TOTAL,175393,209214620.7057898
Others,gujarat,2021,4,TOTAL,591265,377657202.7539646
Merchant payments,gujarat,2022,1,TOTAL,101648378,79563412221.78397
Peer-to-peer payments,gujarat,2022,1,TOTAL,77768758,292439274688.30835
Recharge & bill payments,gujarat,2022,1,TOTAL,30473298,20042066374.66357
Financial Services,gujarat,2022,1,TOTAL,160423,187077879.38466492
Others,gujarat,2022,1,TOTAL,496289,316261089.4073821
Merchant payments,gujarat,2022,2,TOTAL,131610193,95585623258.23604
Peer-to-peer payments,gujarat,2022,2,TOTAL,86423696,326945780476.59766
Recharge & bill payments,gujarat,2022,2,TOTAL,33424931,23844933238.40894
Financial Services,gujarat,2022,2,TOTAL,125180,142685436.4192669
Others,gujarat,2022,2,TOTAL,468796,278978567.1836352
Merchant payments,gujarat,2022,3,TOTAL,161264265,109018764232.99393
Peer-to-peer payments,gujarat,2022,3,TOTAL,103034790,359338045092.0105
Recharge & bill payments,gujarat,2022,3,TOTAL,38383683,28649040040.502144
Financial Services,gujarat,2022,3,TOTAL,152053,162173602.84596294
Others,gujarat,2022,3,TOTAL,404941,269479241.0969004
Merchant payments,gujarat,2022,4,TOTAL,186533503,125585214989.03009
Peer-to-peer payments,gujarat,2022,4,TOTAL,114868478,411053364214.2685
Recharge & bill payments,gujarat,2022,4,TOTAL,39167297,30789927498.953297
Financial Services,gujarat,2022,4,TOTAL,179101,194314203.00804448
Others,gujarat,2022,4,TOTAL,407639,295484431.2780074
Recharge & bill payments,haryana,2018,1,TOTAL,2368002,535578755.07945114
Peer-to-peer payments,haryana,2018,1,TOTAL,1607193,5814807510.68666
Merchant payments,haryana,2018,1,TOTAL,167816,173513595.3537558
Financial Services,haryana,2018,1,TOTAL,128636,27501068.014126316
Others,haryana,2018,1,TOTAL,209123,242110585.52640373
Recharge & bill payments,haryana,2018,2,TOTAL,3054284,984897276.651981
Peer-to-peer payments,haryana,2018,2,TOTAL,2388953,9745924809.851494
Merchant payments,haryana,2018,2,TOTAL,369916,334118261.45344114
Financial Services,haryana,2018,2,TOTAL,167570,38145882.44180386
Others,haryana,2018,2,TOTAL,170208,217328211.71769944
Peer-to-peer payments,haryana,2018,3,TOTAL,3753981,14429454356.345787
Recharge & bill payments,haryana,2018,3,TOTAL,3203386,1310467515.0605886
Merchant payments,haryana,2018,3,TOTAL,1003057,427387637.9335371
Financial Services,haryana,2018,3,TOTAL,100452,17323790.814170156
Others,haryana,2018,3,TOTAL,201148,190505707.47361812
Peer-to-peer payments,haryana,2018,4,TOTAL,5905032,22416919746.93868
Recharge & bill payments,haryana,2018,4,TOTAL,4116262,1671040703.7317612
Merchant payments,haryana,2018,4,TOTAL,2413446,1013407379.8963095
Financial Services,haryana,2018,4,TOTAL,120711,22252543.62175617
Others,haryana,2018,4,TOTAL,394732,267255642.26742023
Peer-to-peer payments,haryana,2019,1,TOTAL,12622225,30283578836.61907
Recharge & bill payments,haryana,2019,1,TOTAL,5576577,2202061874.5361757
Merchant payments,haryana,2019,1,TOTAL,3361995,1292375556.3150868
Financial Services,haryana,2019,1,TOTAL,101786,15201736.002431491
Others,haryana,2019,1,TOTAL,473192,258437718.15887585
Peer-to-peer payments,haryana,2019,2,TOTAL,10387562,37056084813.57578
Recharge & bill payments,haryana,2019,2,TOTAL,5902923,2838724048.0896106
Merchant payments,haryana,2019,2,TOTAL,5738283,2292901816.1432047
Financial Services,haryana,2019,2,TOTAL,57488,12080285.227121718
Others,haryana,2019,2,TOTAL,655560,301748850.1804938
Peer-to-peer payments,haryana,2019,3,TOTAL,11775288,43738290119.9285
Merchant payments,haryana,2019,3,TOTAL,9386779,3615636827.8118167
Recharge & bill payments,haryana,2019,3,TOTAL,8289987,4817098564.823641
Financial Services,haryana,2019,3,TOTAL,61503,16715100.880217994
Others,haryana,2019,3,TOTAL,829974,301378585.9978597
Peer-to-peer payments,haryana,2019,4,TOTAL,15729819,58242027266.14443
Merchant payments,haryana,2019,4,TOTAL,11615667,5253780278.236426
Recharge & bill payments,haryana,2019,4,TOTAL,9648003,5637358525.756194
Financial Services,haryana,2019,4,TOTAL,41688,13756049.144287623
Others,haryana,2019,4,TOTAL,790808,212797749.81994924
Peer-to-peer payments,haryana,2020,1,TOTAL,17728235,68367245528.07149
Merchant payments,haryana,2020,1,TOTAL,14327020,7075196609.224878
Recharge & bill payments,haryana,2020,1,TOTAL,11346112,6331682016.516322
Financial Services,haryana,2020,1,TOTAL,34488,25266730.1883267
Others,haryana,2020,1,TOTAL,600232,176823674.24305555
Peer-to-peer payments,haryana,2020,2,TOTAL,17334369,66645492690.67839
Recharge & bill payments,haryana,2020,2,TOTAL,12740328,6547618491.532405
Merchant payments,haryana,2020,2,TOTAL,11527654,7393393677.758501
Financial Services,haryana,2020,2,TOTAL,48759,49209527.29146181
Others,haryana,2020,2,TOTAL,129940,75550536.67993587
Peer-to-peer payments,haryana,2020,3,TOTAL,24123449,88796356487.11024
Merchant payments,haryana,2020,3,TOTAL,20845136,12141560866.982178
Recharge & bill payments,haryana,2020,3,TOTAL,12716319,8452802892.504496
Financial Services,haryana,2020,3,TOTAL,66457,80854296.9304013
Others,haryana,2020,3,TOTAL,186818,96375902.20346308
Merchant payments,haryana,2020,4,TOTAL,34063692,21382305452.06797
Peer-to-peer payments,haryana,2020,4,TOTAL,33920789,128613933346.85507
Recharge & bill payments,haryana,2020,4,TOTAL,14682896,9675471300.731653
Financial Services,haryana,2020,4,TOTAL,84881,103265693.75364488
Others,haryana,2020,4,TOTAL,419181,223528573.1334415
Merchant payments,haryana,2021,1,TOTAL,39363588,23389100227.155342
Peer-to-peer payments,haryana,2021,1,TOTAL,36764622,135970636784.61835
Recharge & bill payments,haryana,2021,1,TOTAL,13680353,9260346909.440674
Financial Services,haryana,2021,1,TOTAL,79784,99672809.99228218
Others,haryana,2021,1,TOTAL,364437,218544351.22172093
Merchant payments,haryana,2021,2,TOTAL,45335533,29119078263.957985
Peer-to-peer payments,haryana,2021,2,TOTAL,44086559,161073685336.6668
Recharge & bill payments,haryana,2021,2,TOTAL,15861047,9839496894.971409
Financial Services,haryana,2021,2,TOTAL,85821,97238136.09517692
Others,haryana,2021,2,TOTAL,311896,227855606.99266592
Merchant payments,haryana,2021,3,TOTAL,66885213,40190922826.60629
Peer-to-peer payments,haryana,2021,3,TOTAL,55929958,188548678300.5247
Recharge & bill payments,haryana,2021,3,TOTAL,17087955,11681457468.964512
Financial Services,haryana,2021,3,TOTAL,77496,116592181.46997279
Others,haryana,2021,3,TOTAL,479071,289441481.64370304
Merchant payments,haryana,2021,4,TOTAL,84993587,56325102920.50671
Peer-to-peer payments,haryana,2021,4,TOTAL,66548306,238638993818.09595
Recharge & bill payments,haryana,2021,4,TOTAL,17632752,13817258646.066364
Financial Services,haryana,2021,4,TOTAL,105050,151421306.61683068
Others,haryana,2021,4,TOTAL,407280,307822609.17479354
Merchant payments,haryana,2022,1,TOTAL,98346418,62565728158.2885
Peer-to-peer payments,haryana,2022,1,TOTAL,74499889,263547240999.68338
Recharge & bill payments,haryana,2022,1,TOTAL,18494827,14765350795.965681
Financial Services,haryana,2022,1,TOTAL,107240,146586164.62792295
Others,haryana,2022,1,TOTAL,540235,279136534.21161634
Merchant payments,haryana,2022,2,TOTAL,130033573,76926347115.76375
Peer-to-peer payments,haryana,2022,2,TOTAL,84219451,300504797205.2718
Recharge & bill payments,haryana,2022,2,TOTAL,20011709,17457331653.445232
Financial Services,haryana,2022,2,TOTAL,89805,120610061.5284536
Others,haryana,2022,2,TOTAL,345424,224949213.49711913
Merchant payments,haryana,2022,3,TOTAL,151278013,87063736519.87311
Peer-to-peer payments,haryana,2022,3,TOTAL,95071203,319374569105.9015
Recharge & bill payments,haryana,2022,3,TOTAL,22592966,21247984018.682095
Financial Services,haryana,2022,3,TOTAL,111032,144937203.2864578
Others,haryana,2022,3,TOTAL,308596,223267730.28330007
Merchant payments,haryana,2022,4,TOTAL,169685872,102918159834.12416
Peer-to-peer payments,haryana,2022,4,TOTAL,102993798,364514204185.1917
Recharge & bill payments,haryana,2022,4,TOTAL,23545059,22666085169.84729
Financial Services,haryana,2022,4,TOTAL,118488,152488074.9943577
Others,haryana,2022,4,TOTAL,305148,239722615.94605047
Recharge & bill payments,himachal-pradesh,2018,1,TOTAL,284371,49871175.82607427
Peer-to-peer payments,himachal-pradesh,2018,1,TOTAL,154572,546222027.4835303
Merchant payments,himachal-pradesh,2018,1,TOTAL,13241,13851230.83495245
Financial Services,himachal-pradesh,2018,1,TOTAL,8955,2040522.724771278
Others,himachal-pradesh,2018,1,TOTAL,20779,16752849.503009535
Recharge & bill payments,himachal-pradesh,2018,2,TOTAL,385642,83714322.414042
Peer-to-peer payments,himachal-pradesh,2018,2,TOTAL,243436,1043702964.1513071
Merchant payments,himachal-pradesh,2018,2,TOTAL,27851,31961300.882765952
Financial Services,himachal-pradesh,2018,2,TOTAL,11330,4108919.3075577794
Others,himachal-pradesh,2018,2,TOTAL,19436,19681794.59544668
Recharge & bill payments,himachal-pradesh,2018,3,TOTAL,457449,108456077.51862916
Peer-to-peer payments,himachal-pradesh,2018,3,TOTAL,362755,1596570994.985427
Merchant payments,himachal-pradesh,2018,3,TOTAL,40675,31168155.22193054
Financial Services,himachal-pradesh,2018,3,TOTAL,8182,1552275.0537747287
Others,himachal-pradesh,2018,3,TOTAL,17693,16293930.078267336
Recharge & bill payments,himachal-pradesh,2018,4,TOTAL,598325,143031082.4432017
Peer-to-peer payments,himachal-pradesh,2018,4,TOTAL,590518,2367228879.4462624
Merchant payments,himachal-pradesh,2018,4,TOTAL,86963,87575811.80014335
Financial Services,himachal-pradesh,2018,4,TOTAL,11834,2283052.790977265
Others,himachal-pradesh,2018,4,TOTAL,20243,21180141.658664487
Peer-to-peer payments,himachal-pradesh,2019,1,TOTAL,1178280,3066233587.9236507
Recharge & bill payments,himachal-pradesh,2019,1,TOTAL,844570,209521987.03977025
Merchant payments,himachal-pradesh,2019,1,TOTAL,115553,86624660.3112043
Financial Services,himachal-pradesh,2019,1,TOTAL,9585,1424229.9989233727
Others,himachal-pradesh,2019,1,TOTAL,20730,17676977.717503674
Peer-to-peer payments,himachal-pradesh,2019,2,TOTAL,1141873,4428007670.958708
Recharge & bill payments,himachal-pradesh,2019,2,TOTAL,1076793,279864579.97562265
Merchant payments,himachal-pradesh,2019,2,TOTAL,248517,141088575.8726466
Financial Services,himachal-pradesh,2019,2,TOTAL,5013,1453651.5352588107
Others,himachal-pradesh,2019,2,TOTAL,30110,25469495.268363245
Recharge & bill payments,himachal-pradesh,2019,3,TOTAL,1212659,327570066.9967147
Peer-to-peer payments,himachal-pradesh,2019,3,TOTAL,1181680,5039276845.295213
Merchant payments,himachal-pradesh,2019,3,TOTAL,312575,182746198.16430056
Financial Services,himachal-pradesh,2019,3,TOTAL,3096,1775673.9713265826
Others,himachal-pradesh,2019,3,TOTAL,25170,20649996.69578039
Peer-to-peer payments,himachal-pradesh,2019,4,TOTAL,1579582,6533855301.069828
Recharge & bill payments,himachal-pradesh,2019,4,TOTAL,1442940,402619114.99428564
Merchant payments,himachal-pradesh,2019,4,TOTAL,467309,314965060.6352696
Financial Services,himachal-pradesh,2019,4,TOTAL,4576,1769641.9665086274
Others,himachal-pradesh,2019,4,TOTAL,22239,17954418.582290154
Recharge & bill payments,himachal-pradesh,2020,1,TOTAL,1815157,542356756.9678606
Peer-to-peer payments,himachal-pradesh,2020,1,TOTAL,1594806,6431826925.118802
Merchant payments,himachal-pradesh,2020,1,TOTAL,711018,427497010.10439825
Financial Services,himachal-pradesh,2020,1,TOTAL,4711,3172303.6900622216
Others,himachal-pradesh,2020,1,TOTAL,18788,14613755.241563875
Recharge & bill payments,himachal-pradesh,2020,2,TOTAL,2558935,802231470.1628922
Peer-to-peer payments,himachal-pradesh,2020,2,TOTAL,1544488,6738488218.640328
Merchant payments,himachal-pradesh,2020,2,TOTAL,570031,479165630.6102103
Financial Services,himachal-pradesh,2020,2,TOTAL,7634,7359757.737539303
Others,himachal-pradesh,2020,2,TOTAL,14642,9659685.392965626
Recharge & bill payments,himachal-pradesh,2020,3,TOTAL,2416395,834567922.2742614
Peer-to-peer payments,himachal-pradesh,2020,3,TOTAL,1954492,8806586536.659174
Merchant payments,himachal-pradesh,2020,3,TOTAL,1090445,851539467.337558
Financial Services,himachal-pradesh,2020,3,TOTAL,9543,11391079.288736572
Others,himachal-pradesh,2020,3,TOTAL,19001,11969008.527252048
Recharge & bill payments,himachal-pradesh,2020,4,TOTAL,2638030,936305777.7250878
Peer-to-peer payments,himachal-pradesh,2020,4,TOTAL,2594659,11426268857.229637
Merchant payments,himachal-pradesh,2020,4,TOTAL,2001259,1589433440.2684097
Financial Services,himachal-pradesh,2020,4,TOTAL,11353,15534252.217986543
Others,himachal-pradesh,2020,4,TOTAL,27027,21510781.37178286
Peer-to-peer payments,himachal-pradesh,2021,1,TOTAL,2845733,11358078843.572702
Recharge & bill payments,himachal-pradesh,2021,1,TOTAL,2547359,948929031.6443391
Merchant payments,himachal-pradesh,2021,1,TOTAL,2186946,1778219850.8347864
Financial Services,himachal-pradesh,2021,1,TOTAL,12561,16554205.504427344
Others,himachal-pradesh,2021,1,TOTAL,21430,18764977.931273177
Peer-to-peer payments,himachal-pradesh,2021,2,TOTAL,3340531,13035543546.66397
Recharge & bill payments,himachal-pradesh,2021,2,TOTAL,3216602,1045789841.916208
Merchant payments,himachal-pradesh,2021,2,TOTAL,2883209,2378084375.199477
Financial Services,himachal-pradesh,2021,2,TOTAL,14642,16428390.62373627
Others,himachal-pradesh,2021,2,TOTAL,28918,19788385.405835297
Peer-to-peer payments,himachal-pradesh,2021,3,TOTAL,4455153,16560383923.204865
Merchant payments,himachal-pradesh,2021,3,TOTAL,4198808,3524434949.634083
Recharge & bill payments,himachal-pradesh,2021,3,TOTAL,3359406,1178802736.5280356
Financial Services,himachal-pradesh,2021,3,TOTAL,14497,22805774.600357123
Others,himachal-pradesh,2021,3,TOTAL,36303,23834687.160697926
Merchant payments,himachal-pradesh,2021,4,TOTAL,6062931,5228613146.743451
Peer-to-peer payments,himachal-pradesh,2021,4,TOTAL,5323397,19568394324.584805
Recharge & bill payments,himachal-pradesh,2021,4,TOTAL,3211367,1278824361.837138
Financial Services,himachal-pradesh,2021,4,TOTAL,18198,24809740.714031782
Others,himachal-pradesh,2021,4,TOTAL,50971,35578926.74639452
Merchant payments,himachal-pradesh,2022,1,TOTAL,7030946,5558905677.966259
Peer-to-peer payments,himachal-pradesh,2022,1,TOTAL,5718936,19473276901.331963
Recharge & bill payments,himachal-pradesh,2022,1,TOTAL,3271665,1429960686.7669475
Financial Services,himachal-pradesh,2022,1,TOTAL,19314,24442138.15399971
Others,himachal-pradesh,2022,1,TOTAL,47319,31862035.713640407
Merchant payments,himachal-pradesh,2022,2,TOTAL,10591420,7697399368.089639
Peer-to-peer payments,himachal-pradesh,2022,2,TOTAL,7109948,24407668318.014194
Recharge & bill payments,himachal-pradesh,2022,2,TOTAL,3520538,1553155243.3951051
Financial Services,himachal-pradesh,2022,2,TOTAL,16901,20627276.079190243
Others,himachal-pradesh,2022,2,TOTAL,52564,30257752.66416522
Merchant payments,himachal-pradesh,2022,3,TOTAL,12686960,8511266152.669347
Peer-to-peer payments,himachal-pradesh,2022,3,TOTAL,8330778,27039659316.468132
Recharge & bill payments,himachal-pradesh,2022,3,TOTAL,4083168,1780405740.3941154
Financial Services,himachal-pradesh,2022,3,TOTAL,21293,22686931.870640453
Others,himachal-pradesh,2022,3,TOTAL,42669,26764547.138168834
Merchant payments,himachal-pradesh,2022,4,TOTAL,15297492,10280295883.656351
Peer-to-peer payments,himachal-pradesh,2022,4,TOTAL,9284824,29629346091.977356
Recharge & bill payments,himachal-pradesh,2022,4,TOTAL,3907023,1810538524.3215194
Financial Services,himachal-pradesh,2022,4,TOTAL,24342,31775337.436365627
